Name	Set	ImageFile	Energy	Attack	Counter	Class	Type	Weapon Rank	Equipment	Leadership	Constitution	Relationships	Skills/Abilities	Emblem Powers	Special Abilities	Use Timing	Effect	Nation	Rom. Name	Script
Matthis (Lv20)	S6	fe6-072.png	8	3	2	Paladin	Male/Lance/Direct/Cavalry	Lance A	Silver Lance			Sister: Lena		[Defense] (Hand 2) Weapon damage -3 / [Magic] (Hand 2) Magic damage -3	[Class Change]: Can be put into play when "Matthis" deals "attack damage" to an enemy unit. / [Charge]: If an attack after moving causes an adjacent enemy to withdraw, you can move to the square where the enemy unit was. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1			Kingdom of Macedon	Matis	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Warren (Lv20)	S6	fe6-073.png	7	2	2	Horseman	Male/Bow/Indirect/Cavalry	Bow A	Silver Bow					[Strength] (Energy 2) Damage modifier +3 / [Skill] (Energy 1) Disable 1 card effect	[Class Change]: Can be put into play when "Warren" deals "attack damage" to an enemy unit. / [Horseback Riding]: After an action, you can move except forward (to the adjacent left, right or back). / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1			Kingdom of Macedon	Warren	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Hardin (Lv20)	S6	fe6-074.png	8	3	2	Paladin	Male/Lance/Direct/Cavalry	Lance A	Silver Lance					[Strength] (Energy 2) Damage modifier +3 / [Skill] (Energy 1) Disable 1 card effect	[Class Change]: Can be put into play when "Hardin" deals "attack damage" to an enemy unit. / [Charge]: If an attack after moving causes an adjacent enemy to withdraw, you can move to the square where the enemy unit was. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1			Kingdom of Aurelis	Hardin	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Vyland (Lv20)	S6	fe6-075.png	8	3	2	Paladin	Male/Lance/Direct/Cavalry	Lance A	Silver Lance					[Strength] (Energy 2) Damage modifier +3 / [Magic] (Hand 2) Magic damage -3	[Class Change]: Can be put into play when "Vyland" deals "attack damage" to an enemy unit. / [Charge]: If an attack after moving causes an adjacent enemy to withdraw, you can move to the square where the enemy unit was. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1			Kingdom of Aurelis	Biraku	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Roshea (Lv20)	S6	fe6-076.png	8	3	2	Paladin	Male/Lance/Direct/Cavalry	Lance A	Silver Lance					[Defense] (Hand 2) Weapon damage -3 / [Luck] (Outside the Battlefield 2) Disable 1 Emblem Power	[Class Change]: Can be put into play when "Roshea" deals "attack damage" to an enemy unit. / [Charge]: If an attack after moving causes an adjacent enemy to withdraw, you can move to the square where the enemy unit was. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1			Kingdom of Aurelis	Roshe	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Arlen (Lv20)	S6	fe6-077.png	7	4	2	Bishop	Male/Thunder/Magic/Infantry	Staff A / Magic A	Thoron					[Speed] (Hand 2) Retreat to avoid attack or counterattack / [Magic] (Hand 2) Magic damage -3	[Class Change]: Can be put into play when "Arlen" deals "attack damage" to an enemy unit. / [Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card -1. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1			Khadein	Ellerean	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Yuliya (Lv20)	S6	fe6-078.png	7	2		Bishop	Female/Staff/Movement/Infantry	Staff A / Magic A	Rescue Staff: Move 1 unit of your own army within range to the square on the left or right.			Brother: Jubelo		[Speed] (Hand 2) Retreat to avoid attack or counterattack / [Luck] (Outside the Battlefield 2) Disable 1 Emblem Power	[Class Change]: Can be put into play when "Yuliya" uses a "Staff" magic card. / [Support]: You can use used chips to support during the support step. Grants +2 support chip. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1			Kingdom of Grust	Yumina	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Yubello (Lv20)	S6	fe6-079.png	7	3	2	Bishop	Male/Fire/Magic/Infantry	Staff A / Magic A	Elfire			Sister: Yuliya		[Speed] (Hand 2) Retreat to avoid attack or counterattack / [Magic] (Hand 2) Magic damage -3	[Class Change]: Can be put into play when "Jubelo" deals "attack damage" to an enemy unit. / [Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card -1. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1			Kingdom of Grust	Yubello	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Marisha (Lv20)	S6	fe6-080.png	7	X		Bishop	Female/Staff/Robbery/Infantry	Staff A / Magic A	Thief Staff: Remove a Weapon or Magic card attached to an enemy within range. X corresponds to equipment level of the weapon/magic card to be removed. (C=1/B=2/A=3)					[Magic] (Hand 2) Magic damage -3 / [Luck] (Outside the Battlefield 2) Disable 1 Emblem Power	[Class Change]: Can be put into play when "Marisha" uses a "Staff" magic card. / [Support]: You can use used chips to support during the support step. Grants +2 support chip. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1			Kingdom of Grust	Malliesia	
Navarre (Lv20)	S6	fe6-081.png	7	4	2	Hero	Male/Sword/Direct/Infantry	Sword A	Silver Sword					[Skill] (Energy 1) Disable 1 card effect / [Luck] (Outside the Battlefield 2) Disable 1 Emblem Power	[Class Change]: Can be put into play when "Navarre" deals "attack damage" to an enemy unit. / [Force Back] (Energy 1): If a direct attack deals damage, the enemy unit retreats one square. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1				Nabarl	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Radd (Lv20)	S6	fe6-082.png	7	4	2	Hero	Male/Sword/Direct/Infantry	Sword A	Silver Sword			Support: Caesar		[Strength] (Energy 2) Damage modifier +3 / [Speed] (Hand 2) Retreat to avoid attack or counterattack	[Class Change]: Can be put into play when "Radd" deals "attack damage" to an enemy unit. / [Force Back] (Energy 1): If a direct attack deals damage, the enemy unit retreats one square. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1				Radel	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Caesar (Lv20)	S6	fe6-083.png	7	4	2	Hero	Male/Sword/Direct/Infantry	Sword A	Silver Sword			Support: Radd		[Skill] (Energy 1) Disable 1 card effect / [Speed] (Hand 2) Retreat to avoid attack or counterattack	[Class Change]: Can be put into play when "Caesar" deals "attack damage" to an enemy unit. / [Force Back] (Energy 1): If a direct attack deals damage, the enemy unit retreats one square. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1				Seazer	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Samuel (Lv20)	S6	fe6-084.png	7	4	2	Hero	Male/Sword/Direct/Infantry	Sword A	Silver Sword					[Skill] (Energy 1) Disable 1 card effect / [Speed] (Hand 2) Retreat to avoid attack or counterattack	[Class Change]: Can be put into play when "Samuel" deals "attack damage" to an enemy unit. / [Force Back] (Energy 1): If a direct attack deals damage, the enemy unit retreats one square. / [Proficiency]: Return this card to the deck to reduce the cost of a Emblem Power by -1				Samto	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Earth Dragon (Lv10)	S6	fe6-085.png	8	4	2	Dragon Tribe	Male/Breath/Infantry	Dragon Lv: Earth							Can be placed ontop of a Manakete with Dragon Lv "Earth" to sortie. If you sortie it without plutting it ontop of a Manakete, when its energy chips become 2 or less, it will withdraw. / [Dark Breath]: Attack/Counterattack damage modifier +1. / [Yellow Scales]: Damage modifier -2 for enemy weapon/magic attacks.					<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Shadow Dragon (Lv20)	S6	fe6-086.png	9	5	2	Dragon Tribe	Male/Breath/Infantry	Dragon Lv: Dark							Can only be sortied by placing it on top of Manakete with Dragon Lv "Dark". / [Shadow Breath]: Attack/Counterattack damage modifier +2. / [Dark Scales]: Damage modifier -3 for enemy weapon/magic/breath attacks.					<s><l>Initial Equipment</l><f>/ccg-5</f></s>
Divine Dragon (Lv20)	S6	fe6-087.png	9	5	2	Dragon Tribe	Female/Breath/Flying	Dragon Lv: Divine							Can only be sortied by placing it on top of Manakete with Dragon Lv "Divine". / [Fog Breath]: Attack/Counterattack damage modifier +1, additional +3 against Dragon Tribes. / [Divine Scales]: Damage modifier -2 for enemy weapon/magic/breath attacks.					<s><l>Initial Equipment</l><f>/ccg-5</f></s>
Falchion	S6	fe6-088.png	2	2			Weapon	Pref									This weapon can only be equipped to "Marth" and only 1 can be placed on the field. If you use this weapon in battle, negate the special abilities of "Manakete" and "Dragon Tribe". Deal +4 damage as a damage modifier. / [Tradition] (2 unused) Add 1 unit belonging to the "Kingdom of Altea" from the deck to your hand, and return this card to the deck.			
Mercurius	S6	fe6-089.png	3	2			Weapon	Sword C									Only 1 of this weapon can be placed on the field, and it can only be equipped to units that have "Emblem Power" listed in their description. Damage correction: Increase the damage dealt by +X. X corresponds to the equipment level [Sword] (C=1/B=2/A=3) of the unit with this weapon.			
Gradivus	S6	fe6-090.png	3	2			Weapon	Lance C									Only 1 of this weapon can be placed on the field, and it can only be equipped to units that have "Emblem Power" listed in their description. If you attack or counterattack an enemy with this weapon that is a square away, this weapon is removed. Damage modifier: Increase the damage dealt by +X. X corresponds to the equipment level [Lance] (C=1/B=2/A=3) of the unit with this weapon.			
Parthia	S6	fe6-091.png	3	2			Weapon	Bow C									Only 1 of this weapon can be placed on the field, and it can only be equipped to units that have "Emblem Power" listed in their description. Damage modifier: Increase the damage dealt by +X. X corresponds to the equipment level [Bow] (C=1/B=2/A=3) of the unit with this weapon.			
Excalibur	S6	fe6-092.png	3	2			Magic	Pref									This magic can only be equipped to "Merric", and only 1 can be placed on the field. Damage modifier (Outside the Battlefield 3): Increase the damage dealt by +3. This card is removed after use. / [Tradition] (2 unused) Add 1 "Magic" unit from the deck to your hand, and return this card to the deck.			
Aura (Emblem)	S6	fe6-093.png	4	5			Magic	Pref									This magic can only be equipped to "Linde", and only 1 can be placed on the field. When a unit equipped with this magic uses the special ability [Afterimage], its cost is reduced by -2. This card is removed after use. / [Tradition] (2 unused) Add 1 female (name in pink) unit from the deck to your hand, and return this card to the deck.			
Starlight	S6	fe6-094.png	3	3			Magic	Light A									This magic can only be equipped to units that have Emblem Power listed in their description, and only 1 can be placed on the field. When this magic is used, 1 energy chip is consumed. When attacking or counterattacking using this magic, negate the effects of the opposing units initial equipment, its equipped weapon, and magic cards. By sending this card from your hand outside the battlefield, you can remove 1 "Imhullu" equipped to an enemy unit.			
Worm	S6	fe6-095.png	3	5			Magic	Dark B									A unit attacked by this magic can move 4 cards outside the country to reduce the number of attacks by -1. This card is removed after use.			
Dulam	S6	fe6-096.png	4	1			Magic	Dark A									When using this magic to attack or counterattack, move X cards outside the battlefield outside the country. X equals the number of energy chips on the attacked unit. Units recieving damage by this magic are not removed, and will have 1 energy chip. This card is removed after use.			
Imhullu	S6	fe6-097.png	3	3			Magic	Pref									This magic can only be equipped to "Gharnef", and only 1 can be placed on the field. Additional effect (Outside the Battlefield 3): Reduce the damage recieved by -X. X is up to 5. This magic is not affect by the effect of Emblem Power [Skill]. This card is removed after use. / [Tradition] (2 unused) Add 1 generic unit from the deck to your hand, and return this card to the deck.			
Unlock Staff	S6	fe6-098.png	2				Magic	Staff B									Target 1 land card that has invade restrictions on the field. Return target land to the hand. When this staff is used, 1 energy chip is consumed.			
Watch Staff	S6	fe6-099.png	2				Magic	Staff B									Look at the top X cards in your deck, and return them to the top of the deck in any order you want. X is the number of unit cards put outside your battlefield. This card is removed after use.			
Hammerne Staff	S6	fe6-100.png	3				Magic	Pref									This magic can only be equipped to "Lena" or "Marisha", and only 1 can be placed on the field. Target 1 unit of your army. According to the unit's equipment level, attach 1 weapon or magic card from outside the battlefield to it. The chips necessary to equip it are not spent. / [Tradition] (2 unused) Add 1 unit with an Emblem Power from the deck to your hand, and return this card to the deck.			
Aum Staff	S6	fe6-101.png	5				Magic	Pref									This magic can only be equipped to "Elice" or "Yuliya", and only 1 can be placed on the field. Sortie 1 unit, that is outside your battlefield, on the square behind the unit who uses this, in an actionable state, and place energy chips as possible from the unused chips on it. When this staff is used, 2 energy chips are consumed. This card is sent outside the country after use. / [Tradition] (2 unused) Add 1 unit with the special ability [Support] from the deck to your hand, and return this card to the deck.			
Manual	S6	fe6-102.png	4				Item										A unit who has been given this item, when attacking or counterattacking, has the weapon triangle bonus increased by +2.			
Geosphere	S6	fe6-103.png	5				Item										Only 1 of this item can be placed on the field, and it can only be given to units that have "Emblem Power" listed in their description. A unit who has been given this item is treated as having "Relationships: Support" for all units of your army. You can remove this item instead of acting with the unit, to remove 2 energy chips from all units on the field. However, units with 2 or less energy chips are not affected by this effect, and will have their energy chips reduced to 1.			
Lifesphere	S6	fe6-104.png	5				Item										Only 1 of this item can be placed on the field, and it can only be given to units that have "Emblem Power" listed in their description. A unit who has been given this item can place up to 2 unused or used chips on it at the start of your End Phase. You can remove this item instead of acting with the unit, to place up to 3 unused or used chips on all units of your army on the field.			
Lightsphere	S6	fe6-105.png	5				Item										Only 1 of this item can be placed on the field, and it can only be given to units that have "Emblem Power" listed in their description. When a unit who has been given this item is in battle, by spending 1 energy chip, you can negate 1 card other than that unit, or the effects of 1 special ability, Emblem Power, or an initial equipment. This effect can be used multiple times. You can remove this item instead of acting with the unit, to remove all land cards. Also, all units of your army retreat 1 square, and all enemy units retreat 1 square. A unit which cannot retreat does not retreat.			
Darksphere	S6	fe6-106.png	5				Item										Only 1 of this item can be placed on the field, and it can only be given to units that have an "Emblem Power". A unit who has been given this item can spend 1 energy chip, to reduce the damage it recieves by -3 as a damage modifier. This effect can be used multiple times. You can remove this item instead of acting with the unit, to remove all weapon, magic, and item cards on the field.			
Aries Shard (Star shard)	S6	fe6-107.png	3				Item										Only 1 of this item can be placed on the field, and if "Starsphere" is on the field, this cards effect cannot be used. Can only be given to units that have "Emblem Power" listed in their description. 1. While attached to a unit, treat this item as 1 energy chip. / 2. While outside the battlefield, this card can be used as a replacement for "up to 3 cards".			
Taurus Shard (Star shard)	S6	fe6-108.png	3				Item										Only 1 of this item can be placed on the field, and if "Starsphere" is on the field, this cards effect cannot be used. Can only be given to units that have "Emblem Power" listed in their description. 1. You can remove this item instead of acting, to return the card at the bottom of outside the battlefield to the deck, then shuffle your deck. / 2. While outside the battlefield, this card can be used as a replacement for "up to 3 cards".			
Gemini Shard (Star shard)	S6	fe6-109.png	3				Item										Only 1 of this item can be placed on the field, and if "Starsphere" is on the field, this cards effect cannot be used. Can only be given to units that have "Emblem Power" listed in their description. 1. A unit who has been given this item has their maximum energy reduced by -1. As a damage modifier, the unit who has been given this item recieves -1 damage from enemy attacks and counterattacks. / 2. When you draw this card from your deck, you can reveal this card to your opponent, to draw another card.			
Cancer Shard (Star shard)	S6	fe6-110.png	3				Item										Only 1 of this item can be placed on the field, and if "Starsphere" is on the field, this cards effect cannot be used. Can only be given to units that have "Emblem Power" listed in their description. 1. You can remove this item instead of acting, to place 2 chips from the used chips on the unit who has been given this item. / 2. When you draw this card from your deck, you can reveal this card to your opponent, to draw another card.			
Leo Shard (Star shard)	S6	fe6-111.png	3				Item										Only 1 of this item can be placed on the field, and if "Starsphere" is on the field, this cards effect cannot be used. Can only be given to units that have "Emblem Power" listed in their description. 1. When a unit who has been given this item attacks or counterattacks, negate the effects of [Red Scales], [White Scales], [Magic Scales], [Green Scales], and [Yellow Scales]. / 2. If this card is moved to outside the country, return this card to the deck.			
Virgo Shard (Star shard)	S6	fe6-112.png	3				Item										Only 1 of this item can be placed on the field, and if "Starsphere" is on the field, this cards effect cannot be used. Can only be given to units that have "Emblem Power" listed in their description. 1. As a damage modifier, the damage dealt by attacks of the unit who has been given this item is reduced by -1, and the damage dealt by counterattacks is increased by +1. / 2. When spending unused chips as a cost, you can send this card from your hand to outside the battlefield as a replacement for "up to 3 unused chips".			
Crest of the Archanean Royal Family	S6	fe6-113.png	3				Item										This item can only be given to "Marth", and only 1 can be placed on the field. You can place 1 "Sphere" from your hand, outside the battlefield, or from units of your army on the field on this item during each of your Item Steps. You cannot place a "Sphere" with the same name as a "Sphere" already placed on this item or that is on the field. The "Sphere"s placed on it lose all effects. This item and the "Sphere"s placed on it are immune to all card effects. / [Tradition] (2 unused) Add 1 unit belonging to the "Kingdom of Archanea" from the deck to your hand, and return this card to the deck.			
Shield of Seals	S6	fe6-114.png	2				Item										This item can only be given to "Marth", and only 1 can be placed on the field. This item is granted by removing "Crest of the Archanean Royal Family" with 5 "Sphere"s placed on it. At the end of your turn, if this card is on the field, you win the game. / [Tradition] (2 unused) Choose 1 card from the deck, add it to your hand, and return this card to the deck.			
The Prince's Triumphant Return	S6	fe6-115.png	1				Surprise									Anytime during your National Power Phase	Change a number of used chips to unused chips, equal to the amount of energy chips on a unit of your army with the special ability [Seize].			
Strategist's Advice	S6	fe6-116.png	X				Surprise									Anytime during your National Power Phase of your turn	Draw X cards. X is the number of cards outside your battlefield.			
Unity between two People (Relationships)	S6	fe6-117.png	2				Surprise									Anytime during your or your opponent's Invasion Phase	Target 1 unit of your army. Choose 1 unit whose text says "Support: OO" (OO is the name of the targeted adjacent unit). Until the end of the turn, the targeted unit can use that unit's Emblem Powers and special abilities. The cost is spent from the target unit. If they are no longer adjacent, this effect is negated.			
With the National Standard (Relationships)	S6	fe6-118.png	2				Surprise									Anytime	Choose 1 country. Change 3 times the number of chips to the number of units of your army of the choosen country from used chips to unused chips.			
Strength of Siblings (Relationships)	S6	fe6-119.png	3				Surprise									When declaring an attack	Target 1 unit of your army. This card can be used when a brother or sister unit of the target unit is in the same row. As a damage modifier, increase the damage dealt by the target unit by +X. X equals the base attack power of the sibling unit.			
Change of Offense and Defense (Relationships)	S6	fe6-120.png	3				Surprise									Anytime during your National Power Phase	Target 2 units of your army. This card can be used when the targeted units are adjacent to each other, and belong to the same country. Swap the positions of the target 2 units.			
Matchless People (Relationships)	S6	fe6-121.png	3				Surprise									Anytime during your National Power Phase	Target 2 non-Dragon Tribe units of your army. This card can be used when the targeted units are adjacent to each other, and have the same class. Until the end of the turn, when one of the target units uses an Emblem Power, special ability, or "Skill", that cost and chip consumption is reduced by -2. If the 2 target units are no longer adjacent, this effect is negated.			
Rivalry (Relationships)	S6	fe6-122.png	3				Surprise									At the beginning of the target unit's Action Step	Target 1 unit of your army. Instead of acting with the target unit, swap the positions of the target unit with an enemy unit adjacent to the target unit with the same base energy value, and place it in the standby state.			
Triangle Attack	S6	fe6-123.png	4				Surprise									When declaring an attack	Target 1 of your army's "Palla", "Catria", or "Est". This card can be used when 2 units of your army are the sister units of the target unit, and are placed on the field in an actionable state. As a damage modifier, increase the damage dealt by the target unit by +6. After declaring the use of this card, the attacking target unit cannot move until the end of the Processing Step. This card is not affected by "Nullification" effects, and the unit target of the attack cannot use Emblem Powers or skills.			
Divine Dragonstone	S6	fe6-124.png	3				Surprise									Anytime during your National Power Phase	Choose 1 of the following 3 effects: 1. From the deck, or outside the battlefield, add 1 Manakete or Dragon Tribe, which has Dragon LV [Fire], [Ice], [Magic], [Flying], or [Divine], to your hand. Afterwards, shuffle your deck. / 2. Place 1 Dragon Tribe from your hand ontop of a Manakete of your army, which has the same Dragon LV. At this time, you can place as many energy chips on it as possible. / 3. Return all your opponent's Manaketes on the field to their hand.			
Earth Dragonstone	S6	fe6-125.png	3				Surprise									Anytime during your National Power Phase	Choose 1 of the following 3 effects: 1. From the deck, or outside the battlefield, add 1 Manakete or Dragon Tribe, which has Dragon LV [Earth] or [Dark], to your hand. Afterwards, shuffle your deck. / 2. Place 1 "Earth Dragon" or "Shadow Dragon" from your hand ontop of a Manakete of your army, which has the same Dragon LV. At this time, you can place as many energy chips on it as possible. / 3. Move 1 enemy unit, whose class is Dragon Tribe, 2 squares backwards. If the unit cannot move backwards, this effect is negated.			
Knight's Crest	S6	fe6-126.png	3				Surprise									Anytime during your National Power Phase	Target 1 that has "Cavalier", "Paladin", "Armor Knight", or "General" in its description and an Emblem Power. Choose 1 of the following 3 effects: 1. From the deck, or outside the battlefield, add 1 of the targeted unit to your hand. Afterwards, shuffle your deck. / 2. Sortie the target unit's "Class Change" card from your hand in one of your sortie squares. / 3. Until the end of the turn, the damage dealt by the target unit when attacking or counterattacking is increased by +X. X is the number of units of your army on the field that could be targeted.			
Hero's Proof	S6	fe6-127.png	3				Surprise									Anytime during your National Power Phase	Target 1 that has "Mercenary" or "Hero" in its description and an Emblem Power. Choose 1 of the following 3 effects: 1. From the deck, or outside the battlefield, add 1 of the targeted unit to your hand. Afterwards, shuffle your deck. / 2. Sortie the target unit's "Class Change" card from your hand in one of your sortie squares. / 3. Until the end of the turn, the number chips required to attack by target unit is reduced by -X. X is the number of units of your army on the field that could be targeted.			
Priest's Ring	S6	fe6-128.png	3				Surprise									Anytime during your National Power Phase	Target 1 that has "Mage", "Sister", "Cleric" or "Bishop" in its description and an Emblem Power. Choose 1 of the following 3 effects: 1. From the deck, or outside the battlefield, add 1 of the targeted unit to your hand. Afterwards, shuffle your deck. / 2. Sortie the target unit's "Class Change" card from your hand in one of your sortie squares. / 3. Change 3 times the number of chips to the number of possible target units of your army from used chips to unused chips.			
Dragon Whip	S6	fe6-129.png	3				Surprise									Anytime during your National Power Phase	Target 1 that has "Pegasus Knight" or "Dragon Knight" in its description and an Emblem Power. Choose 1 of the following 3 effects: 1. From the deck, or outside the battlefield, add 1 of the targeted unit to your hand. Afterwards, shuffle your deck. / 2. Sortie the target unit's "Class Change" card from your hand in one of your sortie squares. / 3. Discard any number of cards from your hand, up to the number of possible target units of your army on the field, and draw that many cards.			
Orion's Bolt	S6	fe6-130.png	3				Surprise									Anytime during your National Power Phase	Target 1 that has "Archer", "Sniper", or "Horseman" in its description and an Emblem Power. Choose 1 of the following 3 effects: 1. From the deck, or outside the battlefield, add 1 of the targeted unit to your hand. Afterwards, shuffle your deck. / 2. Sortie the target unit's "Class Change" card from your hand in one of your sortie squares. / 3. Until the end of the turn, when the target unit attacks or counterattacks, the weapon triangle advantage will be +X than normal. X is twice the number of units of your army on the field that could be targeted.			
Shooter's Proof	S6	fe6-131.png	3				Surprise									Anytime during your National Power Phase	Target 1 "Ballistician" unit of your army. Choose 1 of the following 3 effects: 1. From the deck, or outside the battlefield, add 1 of the target unit or a weapon card with the equipment level [Ballista] to your hand. Afterwards, shuffle your deck. / 2. Sortie the target unit from your hand in one of your sortie squares. / 3. Attach a weapon card f rom your hand to the target unit on the field. At this time, you can place a chip from the used chips on that unit.			
Fortitude	S6	fe6-132.png	4				Surprise									When a unit from your army is removed	From the deck, choose 1 card as the 1 unit that was just removed, show it to your opponent, and add it to your hand. Afterwards, shuffle your deck.			
Masked Knight	S6	fe6-133.png	X				Surprise									Anytime	Target 1 unit of your army, that does not belong to a country, and is not a generic unit or Dragon Tribe. Until the end of the turn, the damage dealt by attacks or counterattacks from the target unit is increased by +X as a damage modifier. X is equal to the number of enemies on the field that belong to a country.			
Impostor	S6	fe6-134.png	4				Surprise									At the beginning of your Sortie Step	Instead of a normal sortie, sortie a from your hand with the same name as an enemy unit other than a generic unit on the field in one of your sortie squares. At the start of your next turn, the unit that has less energy chips of these 2 units returns to the hand of the player who controls it. If they have the same amount of energy chips, then the check is redone at the start of your next turn. With this effect, it is impossible to sortie a third unit with the same name on the field.			
Body Replacement	S6	fe6-135.png	2				Surprise									Anytime during your National Power Phase	Target 1 unit of your army. Until the end of the turn, when attacking, all enemy units will attack attack the target unit if the target unit is within attack range.			
Decoy	S6	fe6-136.png	2				Surprise									When the target of an opponent's attack is declared	Target 1 enemy unit. The unit that the target unit will attack is determined by the player that used this card. The unit attacked by the target unit cannot counterattack.			
The Dark Bishops Secret Maneuvers	S6	fe6-137.png	1				Surprise									Anytime during your National Power Phase	Until the end of your opponent's next turn, neither player can send cards outside the battlefield outside the country.			
The Great Sage's Support	S6	fe6-138.png	X				Surprise									Anytime during your National Power Phase	Send X cards from the top of the deck outside the country, put X cards from the bottom of outside the battlefield into the deck, and shuffle. X, is equal to the number of units of your army on the field.			
Melee	S6	fe6-139.png	4				Surprise									At the beginning of your or your opponent's Invasion Phase	Target all units, including enemies and allies. Until the end of the turn, if the target units attack or counterattack, the attack range will be as in the depiction to the right.			
Desperate Strike	S6	fe6-140.png	1				Surprise									When declaring an attack or counterattack	Target 1 unit of your army. Send all cards in your hand outside the country, and increase the damage dealt by the target unit's attacks and counterattacks by +X. X is the number of cards that were sent outside the country. The opposing player can negate the effect of this card by sending all cards in their hand outside the country.			
Full Force Attack	S6	fe6-141.png	2				Surprise									When declaring an attack or counterattack	Target 1 unit of your army. When the target unit attacks or counterattacks using a weapon card, energy chips will not be consumed and its attack power will be same as its "Maximum" (Weapon Energy value). After the attack/counterattack ends, the weapon is removed.			
Phantom	S6	fe6-142.png	X				Surprise									At the beginning of the target unit's Action Step	Target 1 unit of your army. Even if the target unit uses a [Staff] magic card it is equipped with, the magic card will not be removed. X is the same as the "Required" value of the magic card equipped to the target unit.			
Support Units	S6	fe6-143.png	4				Surprise									At the beginning of your Sortie Step	Instead of a normal sortie, from your hand or deck, sortie up to 3 generic units in your sortie squares. At this time, you can place up the maximum number of energy chips from the unused chips. Units sortied by this effect are removed at the end of the turn.			
Mirage (Weather)	S6	fe6-144.png	X				Surprise									Anytime during your National Power Phase	Target 1 land that is not face-down. Choose 1 square that has no enemy unit or land placed in it, and is adjacent to the target land. Until the end of the turn, the chosen square is treated as having the same land as targeted placed in it. X equals the chip cost of the target card.			
Distant Thunder (Weather)	S6	fe6-145.png	3				Surprise									Anytime during your National Power Phase	Target all cavalry and flying units that are not on a land. Until the end of the turn, the target units lose all special abilities, and can only move forward, backward, left and right.			
Tornado (Weather)	S6	fe6-146.png	3				Surprise									At the beginning of your or your opponent's Invasion Phase	Target all units not on a land, including enemies and allies. Move the target units to squares adjacent to those units. First, the opposing player moves all target units of the player who used this card to adjacent squares. Afterwards, the player who used this card moves all target units of the opposing player to adjacent squares.			
Hidden Dragon	S6	fe6-147.png	2				Surprise									Anytime during your National Power Phase	Target 1 Manakete of your army on the field which is not in an enemy sortie square. Until the end of the turn, the target cannot be attacked, and if removed, will be returned to your hand. If the target unit becomes a "Dragon Tribe", this effect is lost.			
Dash Ahead	S6	fe6-148.png	2				Surprise									At the beginning of your Sortie Step	Instead of a normal sortie, flip through your deck until you a cavalry type unit appears and reveal it to your opponent. Sortie the cavalry unit in one of your sortie squares. At this time, you can place up to the maximum number of energy chips from the unused chips. Return the other flipped cards to the bottom of the deck in any order you want.			
Flight	S6	fe6-149.png	1				Surprise									Anytime during your National Power Phase	Target 1 flying unit of your army. During this turn, the target unit can move even if it is sortied by [Surprise Attack].			
Continuous Attack	S6	fe6-150.png	X				Surprise									When recieving a counterattack	Target 1 unit of your army with the Emblem Power [Speed]. When the target unit attacks with its initial equipment, and recieves a counterattack, the target unit can attack again with its initial equipment. This attack consumes energy chips. Enemy units that recieve this attack cannot counterattack. X equals the base attack power of the target unit.			
Iron Wall	S6	fe6-151.png	1				Surprise									When your opponent declares an attack or counterattack	Target 1 unit of your army with the Emblem Power [Defense]. When the target unit recieves damage from an attack or counterattack, the energy chips removed from the target unit become unused chips instead of used chips.			
Magic Wall	S6	fe6-152.png	2				Surprise									When your opponent declares an attack or counterattack	Target 1 unit of your army with the Emblem Power [Magic]. When the target unit is attacked or counterattacked, the opposing player must spend X amount of unused chips. X equals the base attack power/counterattack power of the attacking/counterattacking unit. If they cant be spent, the attack/counterattack ends.			
